F1 Score,Precision,Accuracy
0.9478438838154422,0.9478663751856206,0.9478445317861376
0.9681153941649766,0.9685059492812479,0.9681202819888951
0.9749178664021878,0.9750475630794962,0.9749204566722814
0.9774751107681313,0.9776275903761894,0.977478320544014
0.975293018328241,0.9754459174920741,0.9752932368355378
